0,2198248063,Tue Jun 16 15:48:33 PDT 2009,NO_QUERY,louis_louis_66,@essexlady4 So sad and so unnecessary ,sad
0,2198292671,Tue Jun 16 15:52:27 PDT 2009,NO_QUERY,aasuaje,Irish feast FAIL!!! My mom forgot and made Mexican food. I am really sad. ,sad
0,2198293084,Tue Jun 16 15:52:29 PDT 2009,NO_QUERY,DamnBry,"@charlottemarie2 Aw poor baby.  I'm on my own tonight too, I'm so sad, I hate sleeping without Danny!",sad
0,2198301013,Tue Jun 16 15:53:11 PDT 2009,NO_QUERY,iEstar,That was the worst graduation I've ever attended... Why would you book 4 grads back to back? Lame!! @junesicles I'm sad I didn't see you ,sad
0,2198309204,Tue Jun 16 15:53:54 PDT 2009,NO_QUERY,Cruzore,@alijmccartney haha yeah! id like to think we would! i would never jump on the poor guy thats a bit much. Makes me sad to see that ,sad
0,2198314021,Tue Jun 16 15:54:19 PDT 2009,NO_QUERY,Showbiz_Kitten,is sad.. she is missing her brother in law RIP little bro x ,sad
0,2198314579,Tue Jun 16 15:54:22 PDT 2009,NO_QUERY,omgwtfannie,"@rdang haha ikr? i'm so sad, we don't have TV anymore so i have to wait to dl SYTYCD episodes ",sad
0,2198336333,Tue Jun 16 15:56:13 PDT 2009,NO_QUERY,slestvies,So sad for slideshow 2moro  Gonna miss so many ppl  ,sad
0,2198339574,Tue Jun 16 15:56:29 PDT 2009,NO_QUERY,johnDiBiase,@bbbco @LiarseNICK  Agreed as well! It's still a treat to listen to. Sad they disbanded afterwards ,sad
0,2198348374,Tue Jun 16 15:57:15 PDT 2009,NO_QUERY,CLAiireex,the vido is so sad and then jus sooo sad at the end ,sad
0,2198367984,Tue Jun 16 15:58:56 PDT 2009,NO_QUERY,Alovepoet,http://bit.ly/b4QHQ  this storyy is so sad it made me cry. ,sad
0,2198371041,Tue Jun 16 15:59:12 PDT 2009,NO_QUERY,gingerw,"I had a nap on the plane, sadly not off the runway yet in Chicago. Rain delays which means no #techkaraokesf tonight ",sad
0,2198372129,Tue Jun 16 15:59:18 PDT 2009,NO_QUERY,MsCashBR4ever,I'm soooo sleepy &amp; sad........waitin 2 take my baby Dolce' (Yorkie) 2 his new temporary family until I move ,sad
0,2198380890,Tue Jun 16 16:00:02 PDT 2009,NO_QUERY,bevinkathryn,"This is the first time I've come on break to see no tweets on my phone. I am sad.  Damn you, technology problems.",sad
0,2198396069,Tue Jun 16 16:01:14 PDT 2009,NO_QUERY,yUpiMdAMrS,Gosh I have a headache......I feel real sad and depressed...missin him ,sad
0,2198467587,Tue Jun 16 16:07:10 PDT 2009,NO_QUERY,javaaholic,@tashanitaadams I stopped by today to say goodbye and they are all in there packing up the store....SO sad ,sad
0,2198468320,Tue Jun 16 16:07:14 PDT 2009,NO_QUERY,kyheinen,Sad that there won't be a interview and Kansas State Bank because of conflicts with school ,sad
0,2198481384,Tue Jun 16 16:08:20 PDT 2009,NO_QUERY,amyeldridgelwb,@stayingyoung We found out today that not even one family has looked at Daniel's file.    I am so sad.  We will keep spreading the word.,sad
0,2198488416,Tue Jun 16 16:08:55 PDT 2009,NO_QUERY,dakdarling669,Watched Marley and me. So sad  i made a little lake on my bed... cried too much. I'm scared of having to say goodbye to my little pup. =[,sad
4,1685281943,Sat May 02 23:44:44 PDT 2009,NO_QUERY,tracesampson,Is depressed ,sad
4,1685555912,Sun May 03 00:55:52 PDT 2009,NO_QUERY,prerunner,I feel like I should be depressed but I'm not. Its kind of depressing. ,sad
4,1687434200,Sun May 03 08:41:15 PDT 2009,NO_QUERY,EnnJayy,"Really depressedd had just eaten a bowl of icecream the sie of a house, is still semi hungover ",sad
4,1793614856,Thu May 14 03:22:05 PDT 2009,NO_QUERY,davetownsendme,@DIFinch well it probably made her feal better but probably  depressed you ,sad
0,2200175292,Tue Jun 16 18:32:25 PDT 2009,NO_QUERY,cate1987,feeling melancholy. they played my uncle's song ,sad
0,2213090955,Wed Jun 17 14:55:26 PDT 2009,NO_QUERY,flummoxedfallon,@Carlo_ThChThr  those were the days carlo(s). i'm all melancholy now. wah wah,sad
0,2231854011,Thu Jun 18 19:07:01 PDT 2009,NO_QUERY,JulieDaSilveira,so upset with myself ,sad
0,2231972613,Thu Jun 18 19:16:37 PDT 2009,NO_QUERY,MusicCantBStopd,upset i dropped my fone in a lake a few days ago  hope i get it back soon,sad
0,2232395600,Thu Jun 18 19:51:17 PDT 2009,NO_QUERY,SLCitroni,winchester hospital owns my life. ANDDD im so upset liss told me george is no longer on greys  ughhh so miserableee.,sad
0,2233523457,Thu Jun 18 21:29:12 PDT 2009,NO_QUERY,greeranjelica,is quite miserable that she is not wit john legend right now ,sad
0,2234228593,Thu Jun 18 22:39:44 PDT 2009,NO_QUERY,bloodyalv,I have to stop watching this movies.. They just remind me that my life is miserable.. ,sad
0,1467810672,Mon Apr 06 22:19:49 PDT 2009,NO_QUERY,scotthamilton,is upset that he can't update his Facebook by texting it... and might cry as a result  School today also. Blah!,sad
0,1468045539,Mon Apr 06 23:25:38 PDT 2009,NO_QUERY,Poe4,"Coming down with a cold or bad allergies. Either way, I'm miserable! ",sad
0,1468313230,Tue Apr 07 00:54:50 PDT 2009,NO_QUERY,TimbreWithLove,"My heart is abused with so many hurtful lies, and truths. I hate being sappy about these kind of things. I hate it ",sad
0,1548700662,Fri Apr 17 21:42:21 PDT 2009,NO_QUERY,AccessPlus,"Power tripped at CLV again, internet was out from about 8pm-9am this morning, feels pretty bad when we get the abused for it thou ",sad
0,1551175128,Sat Apr 18 08:20:43 PDT 2009,NO_QUERY,ohjennifer,@vickie_allport its not broken! it's fine! it's just leaking oil. it's supposed to leak a bit but yeah ,sad
0,1558940663,Sun Apr 19 09:49:32 PDT 2009,NO_QUERY,Kespionage,I feel cheated.  Now I wanna work on Girl &amp; Her Yak story to spite the Sandman's shortcomings but I have piles of work to do. CALAMITY!,sad
0,1559131861,Sun Apr 19 10:20:35 PDT 2009,NO_QUERY,kirstydutoit,winter is near  it's getting so so so cold...,sad
0,1559187372,Sun Apr 19 10:29:30 PDT 2009,NO_QUERY,MissTS30,I'm sick today but trying to get better this is horrible ,sad
0,1559192659,Sun Apr 19 10:30:19 PDT 2009,NO_QUERY,kvballesteros,my life kinda sucks right now..  I hope everything would turn out okay tomorrow.,sad
0,1559191823,Sun Apr 19 10:30:12 PDT 2009,NO_QUERY,caricariboberri,Guys...  My heart hurts.  ,sad
0,1694665969,Mon May 04 03:38:00 PDT 2009,NO_QUERY,BigDaws,"@tracy_tp go back to bed you're not missing anything, its cloudy and dismal ",sad
0,1793066860,Thu May 14 01:14:47 PDT 2009,NO_QUERY,giftsandvoucher,What a dismal day here for irish Open ,sad
0,2229040645,Thu Jun 18 15:12:21 PDT 2009,NO_QUERY,Sahara_Kim,Just worked out the finances - dismal ,sad
0,2296726652,Tue Jun 23 09:32:27 PDT 2009,NO_QUERY,OMG_chris,"@JaXboxChick77 I'm afraid if I tried that, I'd lose my job.  Or get molested.",sad
0,1468818033,Tue Apr 07 03:53:45 PDT 2009,NO_QUERY,geezly27,feels pity for two students molested by a their own teacher.   (annoyed)|| evening guys.  http://plurk.com/p/n19b4,sad
